index	original	translation	scores	mean	z_scores	z_mean	model_scores	AE
4042	She both desires Lysander and wants to retain her virginity.	她既渴望莉桑德, 又想保持她的童贞.	[100, 80, 79]	86.33333333333331	[1.396528507302708, 0.49755187085832897, 0.6619343882180614]	0.8520049221263659	-0.7183382511138916	0.44714625296560273
4043	Sinestro survives the encounter and vows to kill Volthoom.	斯内斯特罗在遭遇中幸存下来, 发誓要杀死伏尔图姆.	[78, 80, 90]	82.66666666666667	[0.3888704848328626, 0.663430908319829, 1.2168569624953205]	0.7563861185493375	-0.6832573413848877	0.43342481943659816
4044	These sites include middens on the spit, sheltered campsites, and engravings.	这些网站包括垃圾场的中间商、掩蔽营地和雕刻。	[79, 71, 63]	71.0	[0.44321117784559577, -0.14634020271509243, -1.0438126910609957]	-0.2489805719768308	-0.826287567615509	1.1357004982291583
4045	The chapels of the Old Monarchs and of Saint Lucy remain with alterations only to their ornamentation.	老君主和圣露西的教堂只对它们的装饰性作了改动。	[79, 60, 78]	72.33333333333333	[0.44321117784559577, -0.2965682400790226, 0.5427956259191317]	0.2298128545619016	-0.7266943454742432	0.8012354048981281
4046	Count NE203 cannot satisfy his wife, who elopes.	NE5934爵不能满足他的妻子 ， 因为妻子离不开他。	[64, 54, 73]	63.66666666666666	[-0.4805044545702343, -0.6611136252257679, 0.11716701976919658]	-0.34148368667560186	-0.8217700123786926	1.6090863220935943
4047	In December 1941, American expatriate Rick Blaine owns an upscale nightclub and gambling den in Casablanca.	1941 年 12 月, 美国侨民里克 · 布莱恩在卡萨布兰卡拥有一家高级夜总会和赌场.	[81, 100, 90]	90.33333333333331	[0.5518925638710621, 0.5009658104671558, 1.2168569624953205]	0.7565717789445129	-0.3520614206790924	0.5524382850786428
4048	From 1870 to 1915, 36 million Europeans migrated away from Europe.	从 1870 年到 1915 年 ， 3, 600 万欧洲人从欧洲移民。	[82, 95, 73]	83.33333333333333	[0.6062332568837954, 1.469094496257711, 0.4374748753200371]	0.8376008761538478	-0.3870853185653687	0.4857105915263036
4049	Similar tours operate in Iceland, the Hebrides, and Newfoundland.	在冰岛、希伯来人和纽芬兰也有类似的旅游活动。	[72, 85, 82]	79.66666666666667	[0.30880184095071467, 0.7692553359219949, 0.8560880595457911]	0.6447150788061671	-0.5931116342544556	0.6311695938790918
4050	Nico Minoru appeared in Avengers Arena, a new series by Dennis Hopeless and Kev Walker, as well as its sequel, Avengers Undercover.	Nico Minoru 出现在 Avenger Arena ， 这是丹尼斯 · 霍普斯和凯夫 · 沃克的一个新的系列片 ， 还有其续集《 Avenger 秘密》。	[75, 58, 88]	73.66666666666667	[0.22584840579466298, -0.44218928611427866, 1.0128492529905975]	0.2655027908903273	-0.6264025568962097	0.3902288118459975
4051	Running back Chris Perry scored four touchdowns, three of them on the ground.	从后面跑回来的克里斯佩里得了 4 分 ， 其中 3 分在地上。	[81, 94, 88]	87.66666666666669	[0.5518925638710621, 0.8361944267961341, 1.1806573959608087]	0.8562481288760017	-0.7981483936309814	0.22300896193534359
4052	India retaliated in both the western and eastern fronts.	印度在西部和东部地区都进行了报复。	[84, 96, 90]	90.0	[0.7149146429092618, 0.9474531398610079, 1.2888471747658143]	0.9837383191786948	-0.4699719846248626	0.26394893267449815
4053	She wears a pink metal suit which resembles RoboCop.	她穿了一套类似机器人警察的粉红色金属西装.	[80, 77, 75]	77.33333333333333	[0.49755187085832897, 0.5610393747131052, 0.5333328966548277]	0.5306413807420873	-0.6630218625068665	0.4617488129946551
4054	All these were arranged in the marching pack toted by each infantryman.	所有这些都被安排在每个步兵打耳光的行军包中.	[40, 41, 41]	40.66666666666666	[-1.3055183751285846, -1.6217351566382656, -1.1964027942452917]	-1.3745521086707142	-0.9060388207435608	2.1713669557815916
4055	She taunts him and then hits him again, with a fatal blow.	她嘲弄他, 然后又用致命的一击打他.	[81, 87, 68]	78.66666666666667	[0.5518925638710621, 0.965843890283451, 0.05210266206801503]	0.5232797054075093	-0.5584511160850525	0.4254135722882628
4056	Hamburg steak, stew and Japanese curry became staples as well.	汉堡牛排、生菜和日本咖哩也成了主食.	[65, 83, 70]	72.66666666666667	[-0.04433070631663208, 0.479071491706189, 0.003779100077620162]	0.14617329515572572	-0.6646265387535095	0.9261602919845799
4057	An entablature, cornice, and balustrade span the top of the building.	建筑物顶部有一个带状的, 松软的和阳台的.	[76, 66, 85]	75.66666666666667	[0.5315187231307736, -0.7562259119632937, 0.7692553359219949]	0.18151604902982496	-1.208012938499451	0.5055196062481675
4058	"With his bandleader Cleto Escobedo parodying Leno's bandleader Kevin Eubanks, Kimmel started out his monologue with ""It's good to be here on ABC."	"他的乐队队长克莱托 · 埃斯科贝多与列诺的乐队队长凯文 · 尤班克斯 (Kevin Eubank) 合作 ， 金梅尔开始了他的独白 ， 他说 ： ""很高兴能在美国广播公司工作。"	[67, 61, 79]	69.0	[-0.31388201910420394, -0.3045054815788764, 0.44321117784559577]	-0.05839210761249486	-0.6580876708030701	0.9227118394220688
4059	Some deep ecologists, such as the radical thinker and polemicist Pentti Linkola, see human overpopulation as a threat to the entire biosphere.	一些深层生态学家 ， 如激进思想家和政论家潘蒂 · 林科拉 （ Pentti Linkola ） ， 认为人口过多是对整个生物圈的威胁。	[83, 73, 88]	81.33333333333333	[0.8734325029236852, 0.11716701976919658, 1.070983072487705]	0.6871941983935289	-0.41196367144584656	0.4765353544149994
4060	This allows Peter to inject Sylar with a tranquilizer, knocking him out.	这样彼得就可以用镇静剂给西拉注射, 把他打倒了.	[74, 86, 79]	79.66666666666667	[0.40969685445567083, 0.8235960289347282, 0.48998346412674904]	0.5744254491723827	-0.7451185584068298	0.43200692149141673
4061	He drank to excess, frequenting local pubs instead of studying.	他喝得太多, 经常去当地的酒馆而不是学习.	[91, 96, 82]	89.66666666666669	[1.019097464624039, 1.4785352366555808, 0.6062332568837954]	1.0346219860544716	-0.6663470864295961	0.03366057365437203
4062	A year later Nihang Khan retook it but soon it fell again to Mughals.	一年后 ， NihanKhan 重新开始行动 ， 但很快又回到了 Mughals 手中。	[84, 67, 80]	77.0	[0.7149146429092618, 0.22912917039802855, 0.5858457238259831]	0.5099631790444245	-0.811084508895874	0.4878798099679693
4063	Today, 78 skins of the great auk remain, mostly in museum collections, along with approximately 75 eggs and 24 complete skeletons.	今天 ， 仍有 78 只伟大的乌鸦皮 ， 大部分是博物馆收藏的 ， 还有大约 75 只鸡蛋和 24 只完整的骨骼。	[59, 77, 60]	65.33333333333333	[-0.3470157468315007, 0.3345297918201294, -0.3339995073092728]	-0.11549515410688138	-0.6756709218025208	0.7791744429797077
4064	Daughters of amanteca generally became embroiderers and feather dyers, with the boys dedicated to the making of feather objects.	阿曼泰卡的幽灵通常成为刺绣者和羽毛染料者 ， 男孩们致力于制作羽毛物体。	[40, 43, 36]	39.66666666666666	[-1.6760758496509989, -1.1541758548711503, -1.4314296077810247]	-1.4205604374343912	-0.8123099207878113	2.214595491526349
4065	She then lost in the quarterfinals of her next three tournaments.	然后她在接下来的三次锦标赛的四分之一决赛中输掉了。	[83, 81, 73]	79.0	[0.8637244152279738, 0.5518925638710621, 0.3077688123833988]	0.574461930494145	-0.5917142629623413	0.5473180617989559
4066	The Cornelii Lentuli subsequently revived Cossus as a surname.	Cornel ii Lentuli 随后恢复了 Cossus 的姓氏。	[89, 63, 76]	76.0	[0.9080158409800186, -0.20261744053690744, 0.2801890988073962]	0.32852916641683577	-0.5453664064407349	0.3863778317559669
4067	The painter Diti Almog exhibited large paintings with textile motifs, such as buttons, shirt fabrics, etc.	画家 Diti Almog 展出了大型的纺织品图案画 ， 如纽扣、衬衣布料等。	[74, 76, 80]	76.66666666666667	[0.17150771278192978, 0.2023966850290469, 0.7729779499918046]	0.3822941159342604	-0.6795955896377563	0.6070177841580018
4068	Robert C. Lautman, 85, American architectural photographer.	85 岁的罗伯特 · 劳特曼 ， 美国建筑摄影师。	[77, 92, 71]	80.0	[0.2415260991158972, 1.274759154571643, 0.008485633743730183]	0.5082569624770902	-0.399894118309021	0.7879465783713292
4069	J. C. Raulston Arboretum is an 8 acre arboretum and botanical garden operated by NC State, and located just south of West Campus.	J. C. Raulston Arboreton 是一个 8 英亩的 Arbotuum 和植物园 ， 位于西区南面。	[67, 78, 88]	77.66666666666667	[-0.6603636522640596, 0.3888704848328626, 0.502418287601513]	0.07697504005677197	-0.831828773021698	0.7276941107075552
4070	All major NE443 denominations which officially recognize saints venerate NE6751.	所有正式承认NE5114的主要基督教教派都崇敬NE6769。	[83, 79, 61]	74.33333333333333	[0.6605739498965285, 0.0017540788095811149, -0.2799046179067699]	0.12747447026644654	-0.6222912669181824	1.1863926240055571
4071	Edrich hit a four to long on, followed by a lofted off drive for six from the bowling of Toshack, generating momentum in their favour.	埃德里克打了四到长时间 ， 然后从托沙克的保龄球比赛中高高在上地驾驶了六人马 ， 形成了对他们有利的势头。	[74, 64, 84]	74.0	[0.07490366364986686, -0.15167342001592293, 0.7149146429092618]	0.21271496218106856	-0.910744845867157	0.39890073956486927
4072	It also involves excavating and restoring NE1002 of the former NE4797 and NE8235 of the former NE5160.	它还涉及挖掘和修复前 1 街盆地约 NE7851前 5 街盆地 NE9657。	[46, 42, 49]	45.66666666666666	[-1.3500316915745998, -1.2046233616236284, -0.820359892588119]	-1.1250049819287824	-0.495076447725296	1.8071812296034708
4073	A praetor or a propraetor could only command a single legion and not a consular army, which normally consisted of two legions plus the allies.	祷告者或先知只能指挥一个军团 ， 而不能指挥领事部队 ， 领事部队通常由两个军团和盟国组成。	[92, 84, 100]	92.0	[1.3177519760002767, 0.7149146429092618, 1.1957003527114123]	1.0761223238736504	-0.4614976048469544	0.06256796982318802
4074	Live Audio Wrestling Talksport Wrestling Observer Live	直播音频摔跤演说运动观察员直播	[81, 90, 86]	85.66666666666667	[0.5518925638710621, 0.7741539638848104, 1.2077588141171958]	0.8446017806243562	-1.0710504055023191	0.027856681525844973
4075	As it floats into one of the engine exhausts, Ripley ignites them to blast the creature free.	当它漂浮在发动机的排水口中的时候 ， 里普利点燃了它们 ， 让它可以自由地爆炸。	[78, 71, 85]	78.0	[0.2970669109379073, 0.2049347236309685, 0.7692553359219949]	0.4237523234969569	-0.8867152333259583	0.3861853300255522
4076	In his fourth consecutive quarterfinal appearance at the U.S. Open, he defeated Juan Martín del Potro in four sets.	在美国公开赛连续第四个季度决赛中 ， 他以四局击败了胡安 · 马丁 · 德尔波特罗。	[55, 83, 69]	69.0	[-0.5488057738414132, 0.6605739498965285, 0.15285449731325332]	0.08820755778945621	-0.4867374300956726	0.9802660615610662
4077	English gardeners wear cotes with full skirts, hose, hats, and low shoes, 1594.	英国园丁穿的是全套裙子、软管、帽子和低鞋子, 1594 年.	[92, 84, 100]	92.0	[1.200870703819184, 0.7149146429092618, 0.5009658104671558]	0.8055837190652005	-0.7042521834373474	0.14812444521533263
4078	Colonel NE3944, an officer in the NE9586, at NE680 in NE507.	NE6127 上校 ， 该团军官 ， 在 NE2625 的 Greenock 的 Braes 。	[37, 39, 40]	38.66666666666666	[-1.456860895386019, -1.7304165426637321, -1.415897295359331]	-1.5343915778030273	-0.5540429353713989	2.2090686985800696
4079	NE7206, NE5995, NE5565, NE5657 /NE2988, NE9704, NE5049. .	Midland House, West way, Botley, NE3859 / NE8440 ， Osprey Publish, 2009.	[36, 20, 28]	28.0	[-1.8934386217019317, -2.3144685101781466, -1.8074725094381972]	-2.005126547106092	-0.4207628965377808	2.156945303027029
4080	He professed his belief, explicit and implicit, in the Apostles' and Nicene Creeds.	他公开和隐含地信奉使徒和尼可信条。	[72, 70, 73]	71.66666666666667	[0.5203597478934177, -0.04585505926900301, 0.3592493477031927]	0.2779180121092025	-0.7247548699378967	0.8974207330755812
4081	epidermoid cyst from other solid intratesticular lesions.	表皮样囊肿来自其他固体网状内病变。	[49, 42, 56]	49.0	[-1.1870096125364002, -1.2724418714775818, -0.5503790649192845]	-1.0032768496444222	-0.6479934453964233	2.0420282130144667
4082	The next NE1859 combined possessions ended in punts.	接下来的NE8098件财产以拳击手告终。	[32, 25, 29]	28.66666666666667	[-2.257810432874558, -2.1384902203343183, -2.2738234727910642]	-2.223374708666647	-0.931756854057312	2.9922716167353665
4083	Innis contrasts the scholarly pursuits of the Attalid dynasty at Pergamum with what he sees as the dilettantism of Alexandria.	伊尼斯将阿塔利德王朝在佩尔加姆的学术追求与他所看到的亚历山大的淡化主义形成鲜明的对比。	[88, 70, 92]	83.33333333333333	[0.9322774149601946, 0.20694938671575625, 1.200870703819184]	0.7800325018317116	-0.7126057744026184	0.28611958334492993
4084	Reign and his partner Rellik then began feuding with Eric Young and his new superhero gimmick Super Eric.	赖恩和他的搭档雷利克然后开始和杨埃里克和他的新超级英雄格斗超级埃里克。	[81, 78, 74]	77.66666666666667	[0.5518925638710621, 0.6771199286570139, 0.010672165630578791]	0.4132282193862183	-0.6265010833740234	0.4942276580951213
4085	In the centre there was the “sacred” cavalry with slingers and javelin throwers in front of them.	"在中心有 ""神圣的"" 骑兵 ， 他们前面有长矛和标枪投手。"	[73, 75, 77]	75.0	[-0.08519009406865526, 0.46014436120814894, 0.3345297918201294]	0.2364946863198744	-0.8976682424545288	0.5350799787144909
4086	The flotilla consisted of three divisions of 18 gun schooners each and 216 gunboats.	船队由三个师组成 ， 每个师 18 艘大帆船和 216 艘炮艇。	[81, 97, 89]	89.0	[0.5518925638710621, 1.5699895097626673, 1.2043390459983627]	1.1087403732106973	-0.4285185635089874	0.09182358411111169
4087	Pierre Berton, Flames across the Border, Little Brown, 1981.	Pierre Berton ， 《跨越边界的火焰》 ， 小布朗 ， 1981 年。	[75, 100, 74]	83.0	[0.22584840579466298, 1.1957003527114123, 0.010672165630578791]	0.4774069747122181	-0.5407045483589172	0.33265896085676455
4088	Bulldog receiver Bear Pascoe caught seven passes for 70 yards and three touchdowns.	牛犬接待员贝尔斯科在 70 码的时间里捕获了 7 个传球, 3 次摔倒.	[53, 60, 81]	64.66666666666667	[-1.0914533846123455, -0.3554495020998609, 0.5518925638710621]	-0.2983367742803815	-0.8425148129463196	0.919836089443854
4089	As in Petén, roof combs adorned principal structures.	和佩滕一样 ， 屋顶梳子装饰了主要结构。	[78, 71, 64]	71.0	[0.3888704848328626, -0.14634020271509243, -0.9479504313617617]	-0.2351400497479972	-0.6199619770050049	0.9380566229838975
4090	The need for secrecy and inconspicuousness deeply colors the traditions and mannerisms of mafiosi.	秘密和不显眼的需要深深地玷污了黑手党的传统和风度。	[50, 48, 51]	49.66666666666666	[-1.132668919523667, -0.9019383211087598, -0.820853511931799]	-0.9518202508547421	-0.5382323861122131	1.921431204754183
4091	Philo attempted to fuse and harmonize Greek and Jewish philosophy through allegory, which he learned from Jewish exegesis and Stoicism.	菲洛试图通过寓言融合和统一希腊和犹太哲学 ， 他从犹太人的解脱和斯多伊主义中学到了这一点。	[81, 100, 90]	90.33333333333331	[0.5518925638710621, 0.5009658104671558, 1.2168569624953205]	0.7565717789445129	-0.620125949382782	0.4630921695170095
4092	Amongst his choral settings are the harmonisation BWV NE2617, the motet BWV NE4533 for unaccompanied choir and cantatas BWV NE5NE39765, NE3976, NE9110 and NE7853.	在他的合唱团中 ， 有统一的 BWV 358 、无人陪伴合唱团的 BWV 227 和 NE7NE47557 、 NE4755 、 81 和 87 号营地。	[31, 28, 34]	31.0	[-2.1651420867655977, -1.910888456158322, -1.5254403331953177]	-1.8671569587064123	-0.40591052174568176	2.5153144052384437
4093	Following this, he traveled to NE282 to the on a pilgrimage to the mausoleum of NE2106.	此后 ， 他前往NE3698朝圣 ， 前往NE1616 · NE4574 · NE7948。	[74, 80, 52]	68.66666666666667	[0.010672165630578791, 0.49755187085832897, -0.7001482940988474]	-0.06397475253664653	-0.4475344717502594	1.1218336744271649
4094	She reportedly regarded her ousting as a betrayal.	据报告 ， 她认为她的离家出走是背叛。	[73, 82, 100]	85.0	[0.3592493477031927, 0.6062332568837954, 1.1957003527114123]	0.7203943190994667	-0.5617609024047852	0.45165340676406773
4095	"proverbial phrases, Wellerisms, maxims, quotations, and proverbial comparisons."""	谚语短语、优越感、格言、引言和谚语比较。	[49, 51, 47]	49.0	[-1.1870096125364002, -0.7263491671738259, -1.0177217688726594]	-0.9770268495276284	-0.5789589881896973	1.8851196678149589
4096	Kuppepadav, Tacode and Moodbidri parishes surround this church.	库佩达夫、塔科德和穆德比里教区围绕着这个教堂.	[81, 90, 89]	86.66666666666669	[0.5518925638710621, 1.2888471747658143, 1.0598546156977442]	0.9668647847782068	-0.6809749007225037	0.2544737721624879
4097	This alludes to The Adventure of the Six Napoleons by Sir Arthur Conan Doyle, first published in 1904.	这引证了 1904 年首次出版的阿瑟 · 科南 · 多伊尔爵士的《六大拿破仑冒险》。	[83, 84, 81]	82.66666666666667	[0.759222947353661, 0.7149146429092618, 0.7628294017230176]	0.7456556639953135	-0.555530309677124	0.24362514030065752
4098	For the Sequel debuted at #8 in gaming charts, selling 35,617 units.	对于在游戏图表中首发的 Sequel, 销售 35, 617 个单元.	[71, 49, 60]	60.0	[0.008485633743730183, -0.9158337278306904, -0.13141859307745407]	-0.34625556238813804	-1.0184520483016968	0.957533584707072
4099	In 1992, Penguin dropped Gabler and reprinted the 1960 text.	1992 年 ， 企鹅放弃了 Gabler ， 重印了 1960 年文本。	[81, 77, 79]	79.0	[0.5518925638710621, 0.5856136125332766, 0.5898009886262783]	0.5757690550102057	-0.4225621521472931	0.35614095607014273
4100	They performed under the moniker Another Honest Jon's Chop Up!.	"他们在魔术师下表演了另一个诚实的NE1918的 ""跳跃"" ！"	[37, 38, 35]	36.66666666666666	[-1.8390979286891984, -1.4064133886335408, -1.4784349704881712]	-1.574648762603637	-1.0338512659072876	2.344889161222825
4101	1970 3rd International Biennale of Graphic Arts, Krakow, Poland.	1970 年波兰克拉科夫第 3 届国际图形艺术两年期。	[90, 92, 93]	91.66666666666669	[1.040958800985661, 0.8695618906943735, 1.2478760665263304]	1.0527989194021217	-0.4537373781204224	0.13610443974649344
4102	The emirs of Mardin and Keyfa, the Muslim allies of Aleppo, also recognised Saladin as the King of Syria.	阿勒颇的穆斯林盟友马尔丁和凯发的埃米尔也承认萨拉丁是叙利亚国王。	[73, 80, 65]	72.66666666666667	[0.3843373238542216, 0.49755187085832897, -0.04433070631663208]	0.2791861627986395	-0.3200458884239197	0.8818327304585655
4103	Susan slips on some spilt milk and wakes up with retrograde amnesia.	苏珊在一些溢出的牛奶上滑倒, 醒来时出现了逆行的健忘症.	[81, 70, 84]	78.33333333333333	[0.5518925638710621, 0.38364964045894967, 0.9692947626229194]	0.634945655650977	-0.7332130074501038	0.20774252795872472
4104	NE1118 transforms and smashes the screen projecting NE5869 and engages the NE1120.	声波变换和击碎屏幕投影优化首字母, 并与汽车.	[33, 21, 45]	33.0	[-2.056460700740131, -2.0548336793845214, -2.7693333656472086]	-2.293542581923953	-1.01460862159729	2.897673896369876
4105	For the next ten years, Goldman traveled around the country nonstop, delivering lectures and agitating for anarchism.	在接下来的十年中 ， 高盛一直在全国各地巡回演出 ， 讲课和煽动无政府主义。	[80, 76, 78]	78.0	[0.7123818949705395, 0.2801890988073962, 0.5427956259191317]	0.5117888732323558	-0.602537989616394	0.5996730203427368
4106	In 1882 the rector, Rev A. Puissant built a presbytery on the same site.	1882 年 ， 校长 Rev A. Puissant 在同一地点建造了一个长老会。	[79, 79, 73]	77.0	[0.44321117784559577, 0.6092686979538853, 0.3592493477031927]	0.4705764078342247	-0.4927617013454437	0.6042866844478181
4107	Viscount Montgomery of Alamein interview on BBC Radio 4 Desert Island Discs, 20 December 1969	1969 年 12 月 20 日英国广播公司第 4 台荒岛迪士团对 Alamein 的采访蒙哥马利访客	[81, 64, 53]	66.0	[0.5518925638710621, -0.15167342001592293, -0.6323384417595328]	-0.07737309930146452	-0.6149418950080872	0.9186963010764106
4108	1971, Support Your Local Gunfighter starring James Garner, Suzanne Pleshette and Harry Morgan	1971 年 ， 支持你的地方枪手詹姆斯 · 加纳、苏珊 · 普莱谢特和哈利 · 摩根主演	[81, 100, 91]	90.66666666666669	[0.5518925638710621, 0.5009658104671558, 1.2673044692477986]	0.7733876145286721	-0.38320252299308777	0.18084784697031686
4109	"British general Kirkpatrick referred to Tipu as, ""the intolerant bigot and the furious fanatic."""	"英国将军柯克帕特里克将蒂普称为 ""不容忍的偏执狂和愤怒的狂热分子"" 。"	[81, 100, 87]	89.33333333333331	[0.5518925638710621, 0.5009658104671558, 1.0655144422378862]	0.7061242721920347	-0.4914530813694	0.49379650826151766
4110	This may include forages such as grass or hay and concentrates such as grain or commercially prepared pelleted feeds.	这可能包括饲料 ， 如草料或干草 ， 精矿 ， 如谷物或商业制备的球状饲料。	[52, 50, 53]	51.66666666666666	[-1.0239875334982005, -0.47789961019448907, -0.6497007873463693]	-0.7171959770130196	-0.6680852770805359	1.6116865240419274
4111	George Donner sliced his hand open while chiseling the wood but it seemed a superficial wound.	乔治 · 唐纳在砍木头时把他的手切开了, 但这似乎是个肤浅的伤口.	[83, 77, 69]	76.33333333333333	[0.6605739498965285, 0.5610393747131052, 0.24575883265045567]	0.4891240524200298	-0.6613481044769287	0.4570115722572406
4112	A disbelieving Peter, while arguing with Ben, accidentally strikes Mary Jane.	一个不信任彼得的人在和本争论时无意中击中了玛丽 · 简.	[82, 79, 64]	75.0	[0.6062332568837954, 0.6619343882180614, -0.11527945198092039]	0.3842960643736455	-0.7814501523971558	0.5465613492475339
4113	She overhears an argument between Peri and Harley and confronts Harley outside.	她无意中听到佩里和哈雷之间的争吵, 并在外面与哈雷对峙.	[70, 70, 75]	71.66666666666667	[-0.04585505926900301, 0.20790682744575845, 0.401779537797692]	0.18794376865814916	-0.6080873608589172	0.8839448728220745
4114	Ate, a fiend from Hell disguised as a beautiful maiden.	是个来自地狱的未婚妻, 伪装成一个美丽的少女.	[75, 65, 54]	64.66666666666667	[0.22584840579466298, -0.04433070631663208, -0.5853330790523862]	-0.1346051265247851	-0.6938127279281616	1.0210049657730869
4115	"Shockwave also appears in the MacGyver episode ""The Black Corsage""."	冲击波也出现在 MacGyver 剧集《黑死人》中.	[83, 79, 74]	78.66666666666667	[0.6605739498965285, 0.5276504263856029, 0.43520959060975545]	0.541144655630629	-0.7974488139152527	0.36719787996881426
4116	Luke, Ethan and Lulu spent Thanksgiving with the Quartermaine's, and Tracy spent Christmas Eve with the Spencers.	卢克 ， 伊森和卢鲁和四季曲一起度过了感恩节 ， 特蕾西和花匠一起度过了圣诞前夕。	[73, 75, 76]	74.66666666666667	[0.11716701976919658, 0.4087108057149065, 0.2023966850290469]	0.24275817017104995	-0.5938204526901245	0.7649664352811352
4117	Sharon replies by attempting to stab him in the throat with a homemade shiv.	沙龙回答说, 他想用自制的护盾刺他的喉咙.	[82, 77, 72]	77.0	[0.6062332568837954, 0.5342915732539973, 0.30880184095071467]	0.4831088903628358	-0.6454994082450867	0.4307259996904155
4118	Red clusters of rowan berries hang on naked branches.	赤裸裸的树枝上挂着红色的一排浆果.	[80, 83, 85]	82.66666666666667	[0.49755187085832897, 0.759222947353661, 0.9646194287329299]	0.7404647489816399	-0.8412999510765076	0.1612644619906567
4119	She marries widower nobleman NE4824 and tries to befriend his daughter NE4754, but NE4754 rejects her.	她嫁给了鳏夫贵族NE3966 · NE4561 ， 并试图与女儿NE3962交朋友 ， 但NE3962拒绝了她。	[81, 76, 67]	74.66666666666667	[0.5518925638710621, 0.2023966850290469, -0.19540273041637413]	0.18629550616124493	-0.4161643385887146	1.0896184555309185
4120	Thereafter, it tracked northwestward while fluctuating in intensity, before dissipating on November 26.	此后, 在 11 月 26 日消散之前, 它在强度波动的同时跟踪西北方向.	[78, 76, 74]	76.0	[0.3888704848328626, 0.5812619073222232, 0.010672165630578791]	0.32693485259522154	-0.7016146183013916	0.5733435064993506
4121	Parent also repeated as the playoff MVP, winning a NE2698 consecutive NE8565.	父母也重复了作为季后赛的 MVP, 赢得了NE3844个连续的NE7698.	[9, 1, 17]	9.0	[-3.360637333045728, -2.977608896671947, -2.3462119972839903]	-2.8948194090005552	-0.6681025624275208	3.4768136545949715
4122	The intelligent squids descended from the original colonist exploit NE2451's mineral resources.	聪明的鱿鱼从原来的殖民者那里下来, NE5457的矿物资源.	[44, 43, 45]	44.0	[-1.458713077600066, -1.1541758548711503, -0.9040209433820596]	-1.172303291951092	-0.672666072845459	2.0449491847266454
4123	NE2532, blinded by guilt, washes all the pilots out for relatively minor flaws.	星芭儿被内疚蒙住了眼睛, 把所有的飞行员都擦掉了, 以弥补相对较小的缺陷.	[71, 60, 43]	58.0	[0.008485633743730183, -0.4904852025949955, -1.1541758548711503]	-0.5453918079074719	-0.6295350790023804	1.373155625898391
4124	Lucius Julius L. f. L. n. Caesar, consul in 64 BC.	露修斯 · 朱利叶斯 · 凯撒 ， 公元前 64 年领事。	[80, 85, 90]	85.0	[0.49755187085832897, 1.0126230033287813, 1.5444683208183236]	1.0182143983351446	-0.4172393381595612	0.2065968110594807
4125	Near Větřní, a dinghy containing three occupants capsized, one of which drowned.	在维特尼附近 ， 一个有三名居住者的小艇倾覆 ， 其中一人淹死了。	[79, 100, 97]	92.0	[0.44321117784559577, 1.396528507302708, 1.5699895097626673]	1.1365763983036572	-0.837627112865448	0.39649625945001643
4126	Light brushing, using a paintbrush, will help dislodge any particulate soiling, surface dust, and insect frass.	轻刷, 使用油漆刷, 将有助于排出任何微粒的污垢, 表面尘埃和昆虫的香气.	[47, 39, 55]	47.0	[-1.2956909985618665, -1.4252739330405353, -0.6044739543217874]	-1.1084796286413965	-0.6747539043426514	1.9167432442498027
4127	They performed as NE1876 of the NE2621 headliners, along with StNE1876 Temple Pilots and NE2310.	他们与石庙飞行员和NE4930一起表演了NE8625个头条新闻中的一个.	[41, 53, 28]	40.66666666666666	[-1.6217351566382656, -0.6497007873463693, -1.8074725094381972]	-1.359636151140944	-0.7001554369926453	2.0707102833647673
4128	NE9728's northern naval academy also drained southern NE5187 of potential sailors, since they enlisted in northern NE5187 instead.	NE6772的NE4395也吸引了NE6834南部的潜在水手 ， 因为他们是在NE6834北部注册的。	[25, 32, 38]	31.66666666666667	[-1.4151136689430877, -2.1108013937528645, -1.2645687068575422]	-1.596827923184498	-0.6076403856277466	2.5775358922160807
4129	Local fauna include the NE9359 toad and the NE4828 lizard.	当地动物包括纳特杰克玩具和沙子蜥蜴。	[41, 43, 45]	43.0	[-0.8152966713439845, -1.5130537706127993, -1.053280841366194]	-1.127210427774326	-0.8166882991790771	1.8457106545668904
4130	Two laps later, Johnson retook the lead from Edwards on the outside.	过了两下, 约翰逊从外面的爱德华兹那里夺回了领先的位置.	[72, 57, 73]	67.33333333333333	[0.06282632675646338, -0.3293892953582886, -0.08519009406865526]	-0.11725102089016015	-0.6920543909072876	0.9744321278318752
4131	Zerah Colburn, American prodigious math calculating savant.	泽拉 · 科尔本 ， 美国著名的数学计算家。	[71, 85, 79]	78.33333333333333	[0.008485633743730183, 1.1562519907635553, 0.48998346412674904]	0.5515736962113449	-0.6761425733566284	0.6024637628546663
4132	In May 1924, the GWMNMA resodded the terrace and spent $6,000 on a new gateway and entrance to the memorial at the foot of Shooter's Hill.	1924 年 5 月 ， 全球母亲运动重新装修了平台 ， 花了 6 000 美元在 Shooter 山脚下的一座新门户和纪念碑入口处。	[70, 67, 69]	68.66666666666667	[-0.04585505926900301, -0.6603636522640596, 0.24575883265045567]	-0.15348662629420232	-0.5317007899284363	0.9565686552233567
4133	"with ""a gleam in her eye"" while interrupting Antonio and Carlotta Vega's bilingual bickering before visiting Todd."	在访问托德之前 ， 安东尼奥和卡洛塔 · 维加的双语争吵被打断了。	[78, 88, 69]	78.33333333333333	[0.3888704848328626, 0.68984468611949, -0.4686391328655915]	0.2033586793622537	-0.6449322700500488	0.7055059232758413
